file,gt_label,gt_source,gt_withheld_reason,support_level,support_note,A_label,A_tier,A_k1,A_margin,B_label,B_tier,B_r,B_gap,B_library,D_label,D_r,D_tier,ab_agree,gt_a_agree,gt_b_agree,xmethod_agree,gt_class_in_library,xmethod_metric_stable,date,station,particle,qc,wn_lo,wn_hi,unobservable_classes,top_peaks_cm1,png,wn_delta_applied,delta_version,excitation_nm,grating,spacing_med,center_cm1,wn_calibrated,wn_shift_comp,meas_time,raman_label_manual,raman_confidence_manual,diagnostic_bands_used,notes
0614S1-5.txt,,withheld,tie_break,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",PVC,tentative,2,0,PVC,tentative,0.734,0.01,SLoPP,PVC,0.67,tentative,True,False,False,False,False,True,6.14,S1,5,ok,41.8,4270.3,,"440.0, 607.6, 653.8, 851.3, 911.2, 1059.1, 1121.2, 1175.7, 1247.7, 1283.5, 1393.5, 1435.7, 1516.0, 1592.1, 1664.1, 1722.0, 1922.9, 2119.0, 2494.4, 2610.6, 2840.8, 2873.2, 3073.0, 3189.3, 3438.3",06.14_S1_5.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-3.52288877038063,6/15/2026 10:40:16 AM,,,,
0626S1-6.txt,,withheld,rule_C_unresolved,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",carbonate_aragonite,unresolved,1,0,polyester_PET,unresolved,0.212,0.001,SLoPP-E,polyester_PET,0.103,unresolved,False,False,False,False,False,True,6.26,S1,6,ok,41.6,4270.1,,"580.4, 699.6, 918.5, 1258.3, 1400.4, 1578.2, 1643.5, 1694.7, 1772.5, 1843.0, 2073.5, 2128.6, 2205.6, 2247.0, 2382.5, 2469.5, 2564.7, 2688.9, 2808.2, 3009.7, 3041.3, 3208.8, 3443.6, 3478.9, 3516.7",06.26_S1_6.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-3.67011103681,6/29/2026 10:56:01 AM,,,,
0626S1-8.txt,,withheld,rule_C_unresolved,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",carbonate_calcite,unresolved,1,0,polyolefin_PE,tentative,0.746,0.233,SLoPP-E,polyolefin_PP,0.709,tentative,False,False,False,False,False,False,6.26,S1,8,ok,41.6,4270.1,,"313.0, 584.2, 714.9, 925.9, 1161.0, 1204.4, 1343.9, 1386.3, 1428.6, 1588.6, 1849.7, 2102.7, 2351.2, 2466.4, 2543.3, 2589.1, 2769.6, 2811.2, 3104.2, 3143.9, 3275.8, 3323.0, 3430.0, 3508.6, 3538.2",06.26_S1_8.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-3.67011103681,6/29/2026 11:04:43 AM,,,,
0711S1-2.txt,,withheld,rule_C_unresolved,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",acrylonitrile_copolymer,unresolved,1,1,polyolefin_PE,unresolved,0.061,0.021,SLoPP-E,natural_organic,0.142,unresolved,False,False,False,False,False,False,7.11,S1,2,fluorescence(corr=0.93),39.5,4268.0,,"731.8, 920.1, 983.2, 1187.9, 1223.9, 1267.0, 1373.6, 1569.2, 1655.1, 1850.9, 1897.5, 1963.6, 2051.9, 2103.9, 2136.1, 2177.9, 2238.6, 2286.1, 2411.6, 2532.1, 2623.5, 2794.3, 2838.6, 3062.2, 3231.9",07.11_S1_2.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.103,2450.0,Not Calibrated,-5.76555596524736,7/13/2026 9:58:28 AM,,,,
0712S1-11.txt,,withheld,rule_C_unresolved,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polystyrene,unresolved,1,0,polyolefin_PE,unresolved,0.214,0.03,SLoPP,polyolefin_PE,0.196,unresolved,False,False,False,False,False,True,7.12,S1,11,saturated(flat-top 764pt x 1); flat-segment(1000-2000),42.2,4270.7,,"345.4, 452.2, 522.6, 553.8, 565.4, 611.8, 642.7, 658.0, 681.0, 726.9, 795.2, 1226.6, 3268.0, 3323.5, 3353.9, 3389.6, 3408.7, 3425.1, 3463.2, 3474.0, 3484.9, 3495.7, 3533.4, 3554.8, 3589.6",07.12_S1_11.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-3.12350317691846,7/13/2026 11:35:57 AM,,,,
0725S1-1.txt,,withheld,rule_C_unresolved,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",nylon_PA,unresolved,1,0,polyolefin_PE,unresolved,0.074,0.025,SLoPP-E,natural_organic,0.083,unresolved,False,False,False,False,False,False,7.25,S1,1,ok,49.1,4277.6,,"513.9, 576.2, 888.6, 1073.7, 1262.2, 1407.9, 1481.5, 1533.7, 1664.6, 1843.7, 2025.6, 2074.5, 2148.9, 2225.8, 2289.3, 2501.7, 2645.1, 2675.3, 2797.9, 2970.9, 3054.5, 3108.8, 3188.1, 3297.2, 3543.0",07.25_S1_1.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,3.76966265284682,7/27/2026 10:05:02 AM,,,,
0725S1-11.txt,,withheld,tie_break,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyolefin_PP,tentative,3,0,polystyrene,tentative,0.737,0.011,SLoPP-E,polyolefin_PE,0.584,unresolved,False,False,False,False,False,False,7.25,S1,11,ok,41.0,4269.5,,"435.2, 591.3, 676.0, 740.9, 831.7, 947.6, 999.5, 1032.6, 1138.6, 1185.7, 1300.5, 1332.6, 1445.4, 1473.4, 1522.2, 1587.9, 1755.0, 1882.3, 2115.0, 2271.7, 2667.2, 2860.6, 2962.8, 3046.4, 3261.3",07.25_S1_11.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-4.3249415954806,7/29/2026 10:43:53 AM,,,,
0725S1-12.txt,,withheld,tie_break,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyester_PET,tentative,2,0,polyolefin_PE,tentative,0.762,0.001,SLoPP-E,PVC,0.666,tentative,False,False,False,False,False,False,7.25,S1,12,ok,41.0,4269.5,,"591.3, 676.0, 831.7, 947.6, 1036.3, 1138.6, 1211.0, 1300.5, 1336.1, 1445.4, 1522.2, 1584.4, 1734.7, 1892.3, 1945.2, 2082.6, 2172.9, 2274.9, 2475.1, 2661.2, 2822.3, 2860.6, 3046.4, 3225.0, 3464.7",07.25_S1_12.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-4.3249415954806,7/29/2026 10:48:05 AM,,,,
0725S1-13.txt,,withheld,rule_C_unresolved,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyolefin_PP,unresolved,0,0,PVC,unresolved,0.168,0.019,SLoPP,polyolefin_PE,0.131,unresolved,False,False,False,False,False,False,7.25,S1,13,fluorescence(corr=0.98),41.0,4269.5,,"668.3, 906.7, 1102.2, 1254.1, 1403.3, 1532.6, 1581.0, 1683.8, 1761.8, 1922.1, 2127.9, 2252.7, 2287.6, 2319.1, 2428.6, 2484.3, 2518.2, 2551.9, 2649.1, 2774.9, 3034.9, 3210.9, 3319.6, 3445.7, 3475.5",07.25_S1_13.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-4.3249415954806,7/29/2026 10:50:55 AM,,,,
0725S1-14.txt,,withheld,rule_C_unresolved,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polystyrene,unresolved,1,0,polyolefin_PE,unresolved,0.144,0.12,SLoPP,polystyrene,0.036,unresolved,False,False,False,False,False,False,7.25,S1,14,saturated(flat-top 382pt x 2),41.0,4269.5,,"1748.2, 1845.7, 1945.2, 2069.6, 2118.2, 2163.3, 2243.2, 2319.1, 2353.7, 2434.8, 2499.7, 2570.2, 2609.8, 2661.2, 2685.3, 2706.3, 2745.2, 2798.7, 3049.3, 3222.2, 3250.1, 3327.9, 3413.0, 3445.7, 3567.0",07.25_S1_14.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-4.3249415954806,7/29/2026 10:52:56 AM,,,,
0725S1-5.txt,,withheld,rule_C_unresolved,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",natural_organic,unresolved,1,0,PVC,unresolved,0.581,0.12,SLoPP,PVC,0.58,unresolved,False,False,False,False,False,True,7.25,S1,5,ok,49.1,4277.6,,"599.4, 684.1, 798.3, 858.6, 914.8, 1084.7, 1161.2, 1255.0, 1283.7, 1326.4, 1393.8, 1502.5, 1533.7, 1589.1, 1685.1, 1753.0, 1930.2, 1969.8, 2061.5, 2097.2, 2305.1, 2639.1, 2815.6, 3066.0, 3227.4",07.25_S1_5.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,3.76966265284682,7/27/2026 10:21:42 AM,,,,
0725S1-6.txt,,withheld,tie_break,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyolefin_PP,tentative,3,0,polystyrene,tentative,0.746,0.037,SLoPP-E,polyolefin_PE,0.502,unresolved,False,False,False,False,False,False,7.25,S1,6,ok,49.1,4277.6,,"439.4, 591.7, 676.4, 741.4, 832.3, 948.3, 1000.2, 1033.3, 1135.8, 1201.0, 1297.9, 1333.6, 1361.9, 1446.5, 1519.9, 1592.5, 1725.9, 1986.3, 2077.7, 2408.7, 2657.2, 2859.9, 2933.1, 3048.8, 3230.2",07.25_S1_6.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,3.76966265284682,7/27/2026 10:32:05 AM,,,,
